country,city,zone,month,year,date,w_supplied,total_consumption,metered,ww_capacity,tests_chlorine,tests_ecoli,tests_conducted_chlorine,test_conducted_ecoli,test_passed_chlorine,tests_passed_ecoli,complaints,resolved,complaint_resolution,sewer_connections,public_toilets,workforce,f_workforce,hh_emptied,fs_treated,fs_reused,ww_collected,ww_treated,ww_reused,households
malawi,Lilongwe,Old Town,6,2020,Jun 2020,284864,688581,61344,18519,150,100,143,89,117,73,527,468,17,6130,57,26,5,24270,67249,40555,21064,14866,10251,147839
malawi,Lilongwe,Old Town,7,2020,Jul 2020,370457,801956,50798,31038,150,150,129,115,113,112,430,415,17,6130,60,27,8,32383,49266,33753,32252,25612,15815,147839
malawi,Lilongwe,Old Town,8,2020,Aug 2020,175494,438424,45954,30927,100,100,79,86,65,73,610,455,17,6130,59,28,5,37936,80316,53269,47706,24590,16562,147839
malawi,Lilongwe,Old Town,9,2020,Sep 2020,311211,651335,42518,69860,150,100,117,82,115,81,586,583,17,6130,57,28,7,32866,96465,48363,69590,53888,34184,147839
malawi,Lilongwe,Old Town,10,2020,Oct 2020,101081,239346,62676,64246,200,100,171,75,165,66,422,344,17,6130,57,29,9,44981,14895,9022,93997,51655,27963,147839
malawi,Lilongwe,Old Town,11,2020,Nov 2020,476806,1085820,61588,7645,100,150,93,131,87,130,569,414,17,6130,60,29,7,47283,8113,4918,10051,6281,4107,147839
malawi,Lilongwe,Old Town,12,2020,Dec 2020,205164,506879,59747,53471,150,150,113,127,107,122,402,368,17,6130,57,27,9,32929,16081,8791,60594,42492,26975,147839
malawi,Lilongwe,Capital Hill,1,2020,Jan 2020,466397,1011107,29931,70608,150,100,140,88,126,80,386,356,17,5786,96,35,11,15683,57238,37758,84885,55654,31833,103168
malawi,Lilongwe,Capital Hill,2,2020,Feb 2020,367683,742706,24524,10358,100,150,92,133,76,128,370,333,17,5786,97,32,9,28276,41450,22175,16045,8126,4832,103168
malawi,Lilongwe,Capital Hill,3,2020,Mar 2020,323820,714675,26380,63715,200,200,185,163,183,135,541,468,17,5786,96,33,8,35781,40256,21608,90200,51938,27337,103168
malawi,Lilongwe,Capital Hill,4,2020,Apr 2020,258841,610857,23070,34924,200,200,141,169,128,150,464,448,17,5786,99,35,8,31845,40663,21650,53508,28567,20796,103168
malawi,Lilongwe,Capital Hill,5,2020,May 2020,486099,1105186,30400,67492,100,200,78,160,69,152,365,358,17,5786,94,34,11,32064,62485,33799,90988,54759,37799,103168
malawi,Lilongwe,Capital Hill,6,2020,Jun 2020,440759,973046,24566,34356,150,150,135,150,134,149,527,468,17,5786,98,32,9,17308,72508,41918,43744,27466,16560,103168
malawi,Lilongwe,Capital Hill,7,2020,Jul 2020,421817,964528,32379,65188,100,100,98,89,94,73,430,415,17,5786,99,34,10,25364,46833,25509,75325,51001,37359,103168
malawi,Lilongwe,Capital Hill,8,2020,Aug 2020,131752,299850,31924,46727,100,100,88,70,74,58,610,455,17,5786,95,32,7,16000,14262,9165,70144,37784,22830,103168
malawi,Lilongwe,Capital Hill,9,2020,Sep 2020,198848,451359,28092,34921,200,150,193,124,185,104,586,583,17,5786,99,35,7,20477,105116,64249,45565,27684,16960,103168
malawi,Lilongwe,Capital Hill,10,2020,Oct 2020,130752,271612,27831,66417,150,100,113,87,107,85,422,344,17,5786,98,32,7,20722,42872,24670,70780,51824,38173,103168
malawi,Lilongwe,Capital Hill,11,2020,Nov 2020,122897,272402,26527,11287,200,150,154,142,134,135,569,414,17,5786,94,35,8,28229,12858,8419,16570,9336,5089,103168
malawi,Lilongwe,Capital Hill,12,2020,Dec 2020,175311,431638,30371,70243,150,100,129,77,105,70,402,368,17,5786,97,35,7,34839,10523,5935,78846,58125,29732,103168
malawi,Lilongwe,Kanengo,1,2020,Jan 2020,258259,564993,3014,21021,150,100,123,95,110,79,386,356,17,310,57,23,9,2251,3060,1915,26635,17215,13749,8795
malawi,Lilongwe,Kanengo,2,2020,Feb 2020,226970,539825,2288,22927,200,150,185,125,157,116,370,333,17,310,55,22,10,2221,43600,24186,22807,18154,11063,8795
malawi,Lilongwe,Kanengo,3,2020,Mar 2020,125648,264554,2405,35919,100,200,80,194,69,174,541,468,17,310,58,22,6,1855,66788,33993,38773,29717,16528,8795
malawi,Lilongwe,Kanengo,4,2020,Apr 2020,194553,431718,3052,66386,100,150,73,144,68,142,464,448,17,310,57,23,6,1536,25738,15379,69293,54116,30187,8795
malawi,Lilongwe,Kanengo,5,2020,May 2020,365448,762713,2438,64069,150,100,118,94,104,84,365,358,17,310,58,20,8,1540,32973,18054,75055,52965,31882,8795
malawi,Lilongwe,Kanengo,6,2020,Jun 2020,117684,247102,2725,76509,150,100,112,79,90,65,527,468,17,310,59,23,10,2513,64800,36741,86515,60401,34452,8795
malawi,Lilongwe,Kanengo,7,2020,Jul 2020,373690,920686,2424,25695,100,100,85,84,73,71,430,415,17,310,60,22,7,1917,25939,14702,41026,20669,13316,8795
malawi,Lilongwe,Kanengo,8,2020,Aug 2020,208272,423950,2193,15054,150,100,148,86,137,73,610,455,17,310,55,21,6,1773,6173,3687,17141,12131,7826,8795
malawi,Lilongwe,Kanengo,9,2020,Sep 2020,466348,1045338,2519,51972,100,150,93,119,91,111,586,583,17,310,56,21,10,1675,41871,22987,83821,42194,31135,8795
malawi,Lilongwe,Kanengo,10,2020,Oct 2020,452837,1097254,2908,31428,150,200,120,170,98,157,422,344,17,310,56,20,9,2007,38213,21369,37708,24951,17153,8795
malawi,Lilongwe,Kanengo,11,2020,Nov 2020,475097,1177798,2680,21978,200,150,166,144,150,138,569,414,17,310,58,21,8,1393,88578,58996,21740,17111,13501,8795
malawi,Lilongwe,Kanengo,12,2020,Dec 2020,387777,882024,3022,42836,100,100,97,78,95,73,402,368,17,310,55,20,8,2771,59276,29789,53648,35642,19988,8795
malawi,Lilongwe,Lumbadzi,1,2020,Jan 2020,162038,354812,853,69982,150,100,109,91,106,85,386,356,17,92,80,16,5,1027,23400,12280,78681,57629,29053,3474
malawi,Lilongwe,Lumbadzi,2,2020,Feb 2020,245285,520954,808,64416,100,150,99,142,93,134,370,333,17,92,82,15,4,835,47278,29496,80840,51130,30603,3474
malawi,Lilongwe,Lumbadzi,3,2020,Mar 2020,202543,493179,823,37520,150,100,106,72,105,70,541,468,17,92,81,13,4,1009,83821,55387,43592,30489,15490,3474
malawi,Lilongwe,Lumbadzi,4,2020,Apr 2020,479672,1012800,884,34376,100,100,71,80,57,79,464,448,17,92,79,14,3,987,41629,23304,43777,27553,17788,3474
malawi,Lilongwe,Lumbadzi,5,2020,May 2020,464306,1101576,721,70542,200,150,163,149,151,121,365,358,17,92,82,16,5,1022,16236,10873,97086,54928,39509,3474
malawi,Lilongwe,Lumbadzi,6,2020,Jun 2020,327984,719396,753,92822,150,150,128,140,113,123,527,468,17,92,82,16,5,1162,99553,52062,95865,74450,38271,3474
malawi,Lilongwe,Lumbadzi,7,2020,Jul 2020,307344,676882,1002,40233,200,150,141,150,139,144,430,415,17,92,78,16,2,990,50003,25538,60645,32704,22375,3474
malawi,Lilongwe,Lumbadzi,8,2020,Aug 2020,237944,594478,982,25338,200,200,144,179,122,156,610,455,17,92,82,16,2,1135,69421,46689,26806,19656,9943,3474
malawi,Lilongwe,Lumbadzi,9,2020,Sep 2020,413921,830204,922,18773,200,100,149,74,127,60,586,583,17,92,80,16,2,740,13653,9357,21174,14747,10139,3474
malawi,Lilongwe,Lumbadzi,10,2020,Oct 2020,235322,506892,913,76249,200,150,145,144,116,132,422,344,17,92,80,16,5,1205,115921,63378,97483,63111,39598,3474
malawi,Lilongwe,Lumbadzi,11,2020,Nov 2020,192641,401774,850,7687,200,150,167,147,144,132,569,414,17,92,80,16,4,1075,67202,42738,10483,5946,3711,3474
malawi,Lilongwe,Lumbadzi,12,2020,Dec 2020,255775,518849,949,14611,100,100,95,72,89,69,402,368,17,92,78,15,6,544,17231,11041,15169,11445,8581,3474
malawi,Lilongwe,Old Town,1,2021,Jan 2021,351749,726550,58342,7500,200,150,171,142,164,133,580,526,27,8030,35,24,5,45254,113807,72514,8754,6136,3315,149260
malawi,Lilongwe,Old Town,2,2021,Feb 2021,494150,1004041,56067,36181,150,150,122,129,102,112,437,367,27,8030,33,25,5,36000,76437,53243,42652,29347,19379,149260
malawi,Lilongwe,Old Town,3,2021,Mar 2021,287791,657479,52161,68137,150,150,109,128,91,119,426,394,27,8030,33,23,7,49790,51834,35191,74057,54298,33538,149260
malawi,Lilongwe,Old Town,4,2021,Apr 2021,484062,1171831,56536,48912,100,100,83,82,78,75,376,299,27,8030,37,25,6,34639,16260,11203,65479,38474,28685,149260
malawi,Lilongwe,Old Town,5,2021,May 2021,181090,390569,55593,65431,100,200,84,164,80,153,429,352,27,8030,34,23,7,31463,7121,4736,84605,53189,28577,149260
malawi,Lilongwe,Old Town,6,2021,Jun 2021,397448,841371,48241,59480,200,150,148,138,129,113,513,511,27,8030,38,25,7,24649,112032,70940,77532,46551,33253,149260
malawi,Lilongwe,Old Town,7,2021,Jul 2021,101327,239679,53296,45996,100,100,91,77,89,68,336,290,27,8030,33,24,5,38366,51386,27480,57167,37881,30278,149260
malawi,Lilongwe,Old Town,8,2021,Aug 2021,470446,1100567,51352,67494,150,100,112,74,107,63,607,562,27,8030,37,23,5,32526,86882,60632,94009,54882,39973,149260
malawi,Lilongwe,Old Town,9,2021,Sep 2021,188947,429737,45234,58596,150,200,149,147,142,118,638,580,27,8030,37,22,7,38840,117846,75931,71163,48165,35504,149260
malawi,Lilongwe,Old Town,10,2021,Oct 2021,396862,877284,55546,68435,150,150,136,120,123,111,621,537,27,8030,34,23,7,50334,51390,35318,83959,54141,39606,149260
malawi,Lilongwe,Old Town,11,2021,Nov 2021,223571,544768,55525,75352,100,150,87,144,79,132,395,322,27,8030,33,23,6,44483,69080,35726,81324,58685,38868,149260
malawi,Lilongwe,Old Town,12,2021,Dec 2021,370172,763744,62668,82561,100,150,90,148,81,125,514,413,27,8030,34,24,9,48403,111049,62155,96972,66274,34756,149260
malawi,Lilongwe,Capital Hill,1,2021,Jan 2021,422544,1040718,36313,26565,200,150,181,148,167,129,580,526,27,5194,70,32,12,18113,89425,54417,28171,21084,13847,107366
malawi,Lilongwe,Capital Hill,2,2021,Feb 2021,204265,458259,46345,45840,100,100,100,73,84,65,437,367,27,5194,70,31,9,22177,7947,4158,51376,36880,19901,107366
malawi,Lilongwe,Capital Hill,3,2021,Mar 2021,434727,990330,34695,30360,150,150,139,140,124,132,426,394,27,5194,70,32,9,22089,86768,51033,36259,23943,15588,107366
malawi,Lilongwe,Capital Hill,4,2021,Apr 2021,410022,858812,34057,12582,200,150,157,113,134,111,376,299,27,5194,70,30,11,33426,65762,34505,15451,9993,5586,107366
malawi,Lilongwe,Capital Hill,5,2021,May 2021,130610,270990,37590,17132,150,100,150,97,123,96,429,352,27,5194,73,32,13,23844,16634,9105,26386,13726,7232,107366
malawi,Lilongwe,Capital Hill,6,2021,Jun 2021,388067,900614,43198,28347,150,200,132,188,110,156,513,511,27,5194,75,30,10,19777,115178,76871,37896,22586,17578,107366
malawi,Lilongwe,Capital Hill,7,2021,Jul 2021,342094,801042,40890,32571,200,150,190,107,184,88,336,290,27,5194,73,30,12,34862,104113,64986,50325,25652,13922,107366
malawi,Lilongwe,Capital Hill,8,2021,Aug 2021,394861,941238,33111,35735,200,100,165,88,161,73,607,562,27,5194,71,29,11,23395,113299,65037,40011,29745,17457,107366
malawi,Lilongwe,Capital Hill,9,2021,Sep 2021,116375,236900,37071,21784,150,150,140,145,133,131,638,580,27,5194,71,30,10,28294,10204,6517,30019,17956,14081,107366
malawi,Lilongwe,Capital Hill,10,2021,Oct 2021,239187,546544,47457,65008,100,200,82,145,74,124,621,537,27,5194,75,32,10,25812,80795,49577,73835,51662,36977,107366
malawi,Lilongwe,Capital Hill,11,2021,Nov 2021,263724,564845,38239,15464,150,100,127,80,115,80,395,322,27,5194,75,32,13,31373,67202,47012,24462,12709,8839,107366
malawi,Lilongwe,Capital Hill,12,2021,Dec 2021,449893,1112543,44824,67284,200,100,177,74,149,72,514,413,27,5194,72,31,11,33855,106548,72253,74612,55540,31337,107366
malawi,Lilongwe,Kanengo,1,2021,Jan 2021,157745,339712,2638,67097,200,150,159,121,131,114,580,526,27,264,77,27,7,2932,83708,46321,66869,52605,36285,9270
malawi,Lilongwe,Kanengo,2,2021,Feb 2021,351843,872373,2612,43791,100,100,77,85,69,74,437,367,27,264,72,25,5,1471,116307,79098,51130,34648,18989,9270
malawi,Lilongwe,Kanengo,3,2021,Mar 2021,165415,354476,2410,66383,100,100,95,90,95,74,426,394,27,264,75,27,4,1981,105722,59835,87484,51659,26353,9270
malawi,Lilongwe,Kanengo,4,2021,Apr 2021,297782,627638,3296,30315,100,100,74,92,66,91,376,299,27,264,74,26,6,2449,112835,60068,31201,24309,14658,9270
malawi,Lilongwe,Kanengo,5,2021,May 2021,344194,725880,3308,28164,200,150,144,129,131,109,429,352,27,264,76,28,5,2844,113049,78491,33986,22897,11614,9270
malawi,Lilongwe,Kanengo,6,2021,Jun 2021,112849,246205,2443,13094,100,150,100,106,92,94,513,511,27,264,77,28,3,2335,18150,9815,15400,10635,7901,9270
malawi,Lilongwe,Kanengo,7,2021,Jul 2021,338130,825780,2641,55593,150,200,136,179,130,167,336,290,27,264,76,27,6,3216,11515,6530,70223,43658,27828,9270
malawi,Lilongwe,Kanengo,8,2021,Aug 2021,435830,1053899,3504,39191,150,150,110,135,98,117,607,562,27,264,73,28,4,2691,72022,46853,43353,31918,23115,9270
malawi,Lilongwe,Kanengo,9,2021,Sep 2021,210777,518616,2960,68530,100,150,85,140,73,121,638,580,27,264,75,28,6,2795,100080,55698,76358,54729,39556,9270
malawi,Lilongwe,Kanengo,10,2021,Oct 2021,284612,667387,3123,75249,150,100,147,85,127,73,621,537,27,264,75,25,5,3063,103041,66740,83644,58554,33270,9270
malawi,Lilongwe,Kanengo,11,2021,Nov 2021,265893,654892,3287,36893,100,150,75,117,73,107,395,322,27,264,72,26,6,2167,20084,13733,40846,30577,19700,9270
malawi,Lilongwe,Kanengo,12,2021,Dec 2021,294519,704088,2851,58547,100,150,98,116,84,109,514,413,27,264,72,25,7,2506,28037,17371,63089,46599,35268,9270
malawi,Lilongwe,Lumbadzi,1,2021,Jan 2021,232005,562042,1173,43577,200,100,150,77,133,65,580,526,27,102,45,13,14,1141,69371,44511,65868,34179,19712,3679
malawi,Lilongwe,Lumbadzi,2,2021,Feb 2021,194126,398439,1092,36114,200,200,150,189,139,156,437,367,27,102,45,16,14,658,47692,28215,38795,28132,17113,3679
malawi,Lilongwe,Lumbadzi,3,2021,Mar 2021,386251,937331,1037,36376,150,200,132,168,125,151,426,394,27,102,46,15,13,857,16945,10881,53327,29233,19995,3679
malawi,Lilongwe,Lumbadzi,4,2021,Apr 2021,375925,807045,1068,26009,200,100,149,90,148,79,376,299,27,102,48,13,11,810,109223,54661,37454,21325,14318,3679
malawi,Lilongwe,Lumbadzi,5,2021,May 2021,277073,618181,864,36327,100,200,78,185,70,158,429,352,27,102,44,14,11,839,32805,17440,49833,28394,17164,3679
malawi,Lilongwe,Lumbadzi,6,2021,Jun 2021,353912,817505,1159,11217,100,100,71,86,58,73,513,511,27,102,46,14,10,964,80718,45810,11467,8952,6982,3679
malawi,Lilongwe,Lumbadzi,7,2021,Jul 2021,199513,472069,1100,31491,150,100,136,74,134,60,336,290,27,102,48,15,12,1135,103054,68364,39036,25616,15316,3679
malawi,Lilongwe,Lumbadzi,8,2021,Aug 2021,151717,342371,869,16635,150,200,106,159,99,148,607,562,27,102,45,13,12,1155,50903,26475,20540,12809,7412,3679
malawi,Lilongwe,Lumbadzi,9,2021,Sep 2021,160273,341022,880,56793,150,200,146,168,142,141,638,580,27,102,48,14,10,774,68651,45142,91060,46392,25868,3679
malawi,Lilongwe,Lumbadzi,10,2021,Oct 2021,183846,436358,1153,61489,200,150,171,110,139,98,621,537,27,102,48,15,13,1055,99890,53369,71582,49198,30381,3679
malawi,Lilongwe,Lumbadzi,11,2021,Nov 2021,438360,1019718,1069,34841,100,150,84,121,71,97,395,322,27,102,46,15,14,715,41947,25446,43409,28848,22754,3679
malawi,Lilongwe,Lumbadzi,12,2021,Dec 2021,479952,1141269,1140,40889,200,100,151,76,139,66,514,413,27,102,48,13,12,1018,18237,9613,43970,32651,19185,3679
malawi,Lilongwe,Old Town,1,2022,Jan 2022,202467,448877,47580,56563,100,100,99,86,81,81,524,424,15,6044,65,26,5,52569,73485,39510,58284,45588,24994,158220
malawi,Lilongwe,Old Town,2,2022,Feb 2022,400744,859983,45297,10127,150,200,110,186,90,177,662,519,15,6044,65,28,3,41467,26754,14967,11503,8425,6219,158220
malawi,Lilongwe,Old Town,3,2022,Mar 2022,322219,704394,55951,26231,200,100,156,86,150,76,490,484,15,6044,66,26,4,41959,15640,9075,32191,21062,13498,158220
malawi,Lilongwe,Old Town,4,2022,Apr 2022,325875,749892,52919,74724,200,100,174,90,155,80,613,477,15,6044,62,28,5,42625,44771,26215,79265,59952,30285,158220
malawi,Lilongwe,Old Town,5,2022,May 2022,493224,1188750,54862,12590,100,150,97,109,80,104,471,402,15,6044,63,29,3,54813,68666,45849,12802,9973,7461,158220
malawi,Lilongwe,Old Town,6,2022,Jun 2022,414606,931787,52367,52207,200,150,144,142,139,123,529,481,15,6044,62,28,3,54482,67964,44150,66014,42371,24856,158220
malawi,Lilongwe,Old Town,7,2022,Jul 2022,145904,306321,43690,55167,150,200,119,161,102,161,476,430,15,6044,65,29,7,32375,21398,14123,67231,44781,34572,158220
malawi,Lilongwe,Old Town,8,2022,Aug 2022,315886,745228,60760,64781,200,150,147,133,123,131,452,450,15,6044,66,27,5,26357,43066,27037,98463,51310,25987,158220
malawi,Lilongwe,Old Town,9,2022,Sep 2022,408538,947037,55618,16474,200,150,162,144,137,134,357,285,15,6044,62,27,7,45729,35084,22883,17905,13409,6732,158220
malawi,Lilongwe,Old Town,10,2022,Oct 2022,177842,372976,58597,34957,100,150,73,123,69,113,623,534,15,6044,67,28,4,46400,3265,1856,50622,28702,14970,158220
malawi,Lilongwe,Old Town,11,2022,Nov 2022,371245,770081,52524,33029,150,100,106,89,96,83,609,429,15,6044,63,29,3,28386,28148,16151,38381,26595,17353,158220
malawi,Lilongwe,Old Town,12,2022,Dec 2022,125949,272625,45219,30598,200,200,144,178,123,169,577,440,15,6044,67,29,3,44929,86875,46928,34568,24468,13110,158220
malawi,Lilongwe,Capital Hill,1,2022,Jan 2022,203183,479288,32299,50514,200,150,166,105,140,88,524,424,15,5311,29,38,10,36258,104898,57306,66651,40465,30684,113513
malawi,Lilongwe,Capital Hill,2,2022,Feb 2022,368472,752217,37477,58935,200,100,188,74,156,69,662,519,15,5311,26,38,11,24780,74749,42302,93052,47063,30822,113513
malawi,Lilongwe,Capital Hill,3,2022,Mar 2022,417976,1027678,36582,30646,150,200,137,186,127,176,490,484,15,5311,27,35,12,18765,30206,15119,34479,25147,14303,113513
malawi,Lilongwe,Capital Hill,4,2022,Apr 2022,280093,693813,29166,40213,200,150,170,131,143,105,613,477,15,5311,31,36,13,17849,23703,16482,56888,31475,19677,113513
malawi,Lilongwe,Capital Hill,5,2022,May 2022,327307,712895,34095,9065,100,100,94,99,89,84,471,402,15,5311,31,36,12,20431,44171,25300,12090,7085,4165,113513
malawi,Lilongwe,Capital Hill,6,2022,Jun 2022,298397,718500,40641,3904,150,150,138,123,125,113,529,481,15,5311,27,37,11,29924,58107,38601,5095,3130,2035,113513
malawi,Lilongwe,Capital Hill,7,2022,Jul 2022,140837,341814,40043,65235,150,150,139,142,129,115,476,430,15,5311,27,35,13,24624,115710,69423,91364,51751,35894,113513
malawi,Lilongwe,Capital Hill,8,2022,Aug 2022,482696,1011945,30177,48214,100,150,74,127,69,106,452,450,15,5311,29,37,9,18523,76884,40655,60321,39228,22494,113513
malawi,Lilongwe,Capital Hill,9,2022,Sep 2022,136572,286388,40029,55753,100,100,76,79,68,70,357,285,15,5311,30,35,12,32549,107496,55843,61627,44357,23696,113513
malawi,Lilongwe,Capital Hill,10,2022,Oct 2022,389385,963579,40044,28366,150,200,130,157,119,156,623,534,15,5311,26,38,11,35705,75561,43593,44697,22832,16845,113513
malawi,Lilongwe,Capital Hill,11,2022,Nov 2022,162994,348812,30167,22508,150,100,126,97,125,93,609,429,15,5311,27,38,11,36435,84236,48958,27950,18466,12076,113513
malawi,Lilongwe,Capital Hill,12,2022,Dec 2022,406750,834082,27473,32331,150,200,111,195,90,192,577,440,15,5311,28,35,10,23450,95634,60690,38375,26657,19644,113513
malawi,Lilongwe,Kanengo,1,2022,Jan 2022,448843,1005804,3193,42964,100,150,87,141,74,135,524,424,15,240,73,27,13,3236,72317,46794,61750,33847,19519,9611
malawi,Lilongwe,Kanengo,2,2022,Feb 2022,291166,641502,2586,40547,100,150,80,127,75,106,662,519,15,240,72,26,10,2307,18890,12434,42922,32906,19641,9611
malawi,Lilongwe,Kanengo,3,2022,Mar 2022,277604,571033,3308,48062,200,150,189,142,180,129,490,484,15,240,72,26,10,1749,89158,51342,53043,38186,22940,9611
malawi,Lilongwe,Kanengo,4,2022,Apr 2022,101737,227025,3352,34916,200,150,156,146,142,125,613,477,15,240,74,26,12,1663,116176,59351,39873,27083,14523,9611
malawi,Lilongwe,Kanengo,5,2022,May 2022,370311,842350,2628,19088,200,200,187,190,182,169,471,402,15,240,73,27,10,2876,12218,6993,26448,15303,9285,9611
malawi,Lilongwe,Kanengo,6,2022,Jun 2022,236484,514289,3606,31104,150,200,116,154,96,150,529,481,15,240,72,28,12,2904,99353,55403,34061,24311,17801,9611
malawi,Lilongwe,Kanengo,7,2022,Jul 2022,390421,833430,3694,36196,100,150,76,117,73,100,476,430,15,240,76,28,10,2088,32615,19177,40198,29995,15997,9611
malawi,Lilongwe,Kanengo,8,2022,Aug 2022,425414,977514,3184,71906,150,150,133,123,108,112,452,450,15,240,76,27,14,1895,16923,11373,91725,58094,31692,9611
malawi,Lilongwe,Kanengo,9,2022,Sep 2022,405557,838316,3144,71594,150,100,109,81,91,72,357,285,15,240,72,27,11,3083,55148,33838,92085,57819,38785,9611
malawi,Lilongwe,Kanengo,10,2022,Oct 2022,371968,791190,3354,41082,100,200,96,151,87,135,623,534,15,240,73,26,12,1858,91387,53464,57505,33227,17398,9611
malawi,Lilongwe,Kanengo,11,2022,Nov 2022,327510,717461,2804,78605,100,200,83,150,72,123,609,429,15,240,76,28,14,2954,96581,59374,91839,61544,32366,9611
malawi,Lilongwe,Kanengo,12,2022,Dec 2022,272466,603332,2924,33435,150,100,110,88,106,77,577,440,15,240,72,25,12,2288,21646,11743,42199,26106,19901,9611
malawi,Lilongwe,Lumbadzi,1,2022,Jan 2022,273428,675832,1032,24485,100,200,90,183,87,168,524,424,15,127,61,23,6,1089,38583,21680,32941,20317,11535,3707
malawi,Lilongwe,Lumbadzi,2,2022,Feb 2022,192480,433424,993,68371,200,200,162,170,143,138,662,519,15,127,58,22,6,819,111525,61195,75339,56289,29529,3707
malawi,Lilongwe,Lumbadzi,3,2022,Mar 2022,161163,339761,1161,27543,150,200,120,147,101,123,490,484,15,127,62,23,5,1170,64148,38415,32288,22082,16253,3707
malawi,Lilongwe,Lumbadzi,4,2022,Apr 2022,407951,886827,932,76928,100,100,78,85,64,69,613,477,15,127,60,22,4,1030,63304,32272,97036,62533,31554,3707
malawi,Lilongwe,Lumbadzi,5,2022,May 2022,232615,572553,1059,6597,100,150,73,121,65,99,471,402,15,127,62,24,5,746,25506,15987,8442,5244,3365,3707
malawi,Lilongwe,Lumbadzi,6,2022,Jun 2022,276752,617641,1263,13590,150,200,119,178,106,177,529,481,15,127,59,23,4,1105,79759,51273,14443,10848,5791,3707
malawi,Lilongwe,Lumbadzi,7,2022,Jul 2022,311110,729298,1102,36930,150,200,125,156,111,145,476,430,15,127,59,22,6,667,30637,19824,58442,29577,17765,3707
malawi,Lilongwe,Lumbadzi,8,2022,Aug 2022,377723,930547,1064,83185,100,100,75,91,70,82,452,450,15,127,59,24,3,852,7423,4558,95014,66714,52552,3707
malawi,Lilongwe,Lumbadzi,9,2022,Sep 2022,233214,506445,1084,69847,150,150,127,136,114,117,357,285,15,127,58,23,7,1245,28820,14567,87518,58004,45479,3707
malawi,Lilongwe,Lumbadzi,10,2022,Oct 2022,351693,732151,877,88160,150,200,125,195,105,163,623,534,15,127,60,25,3,1150,113550,60110,97843,68855,36577,3707
malawi,Lilongwe,Lumbadzi,11,2022,Nov 2022,214834,480462,964,51741,200,100,154,96,127,85,609,429,15,127,61,24,3,1026,31838,20113,51302,39911,25246,3707
malawi,Lilongwe,Lumbadzi,12,2022,Dec 2022,225995,530903,1083,19273,100,200,96,167,86,149,577,440,15,127,61,23,4,1073,118574,77925,24508,15256,12172,3707
malawi,Lilongwe,Old Town,1,2023,Jan 2023,255372,629921,59877,10330,100,100,76,73,71,68,645,469,26,5418,64,23,2,39707,92615,48698,14643,8479,6235,157543
malawi,Lilongwe,Old Town,2,2023,Feb 2023,395457,940454,58684,12491,150,100,118,70,95,66,597,498,26,5418,64,25,5,37688,85588,44456,15126,10332,5423,157543
malawi,Lilongwe,Old Town,3,2023,Mar 2023,356175,828720,59047,76504,100,150,87,134,80,127,564,452,26,5418,63,23,4,40013,106374,74156,79649,58960,44219,157543
malawi,Lilongwe,Old Town,4,2023,Apr 2023,430330,1037216,45365,30782,200,200,158,200,126,172,688,566,26,5418,63,24,3,29120,110133,61457,44934,24510,15563,157543
malawi,Lilongwe,Old Town,5,2023,May 2023,122313,271343,44704,64685,150,150,146,140,123,123,304,289,26,5418,67,26,1,24869,72138,43955,97263,50109,26283,157543
malawi,Lilongwe,Old Town,6,2023,Jun 2023,195811,473016,42182,64002,200,100,185,98,175,79,486,359,26,5418,64,25,4,51480,63000,42681,73633,53258,28682,157543
malawi,Lilongwe,Old Town,7,2023,Jul 2023,142479,355045,44288,53476,100,200,96,155,79,152,482,342,26,5418,67,23,2,48161,89915,58465,55623,43077,27060,157543
malawi,Lilongwe,Old Town,8,2023,Aug 2023,213827,484632,47745,4064,100,200,97,141,92,129,648,503,26,5418,68,24,1,33122,29216,15947,6170,3363,2525,157543
malawi,Lilongwe,Old Town,9,2023,Sep 2023,187616,464424,45723,32112,100,150,99,117,80,96,642,539,26,5418,68,25,5,33174,58419,29325,36078,25025,20000,157543
malawi,Lilongwe,Old Town,10,2023,Oct 2023,411725,940373,53818,27244,200,200,146,168,124,158,594,437,26,5418,64,25,1,48643,104217,64569,40688,21552,16297,157543
malawi,Lilongwe,Old Town,11,2023,Nov 2023,252928,578518,56035,50749,150,200,123,195,118,166,617,515,26,5418,66,26,4,31105,59892,37594,55922,40256,29657,157543
malawi,Lilongwe,Old Town,12,2023,Dec 2023,286598,686734,44362,34769,200,150,185,137,166,130,555,449,26,5418,67,24,4,31731,46493,30417,42013,27560,18310,157543
malawi,Lilongwe,Capital Hill,1,2023,Jan 2023,308066,672609,31637,3191,100,100,94,82,83,72,645,469,26,6103,18,20,6,29386,98763,51506,5038,2623,1620,117853
malawi,Lilongwe,Capital Hill,2,2023,Feb 2023,484372,1001147,29671,24816,100,100,83,81,74,75,597,498,26,6103,21,19,7,20074,86213,55109,32806,19605,14484,117853
malawi,Lilongwe,Capital Hill,3,2023,Mar 2023,278939,604322,33429,50070,150,200,139,145,134,123,564,452,26,6103,21,19,5,19931,103487,63041,56680,39272,30974,117853
malawi,Lilongwe,Capital Hill,4,2023,Apr 2023,112216,232093,28438,37090,150,150,123,135,117,119,688,566,26,6103,19,21,7,27428,61749,38114,42268,30099,21442,117853
