date_YYMMDD,source,production_m3,service_hours,country,
2021/02/14,Mvog-Betsi River,21987.00,20.97,Cameroon,
2021/02/15,Mvog-Betsi River,19577.00,19.08,Cameroon,
2021/02/16,Ndindan Reservoir,25698.00,23.95,Cameroon,
2021/02/17,Ndindan Reservoir,22218.00,20.87,Cameroon,
2021/02/18,Mvog-Betsi River,22981.00,21.82,Cameroon,
2021/02/19,Ndindan Reservoir,21901.00,21.76,Cameroon,
2021/02/20,Ndindan Reservoir,26255.00,21.20,Cameroon,
2021/02/21,Mvog-Betsi River,23758.00,12.87,Cameroon,
2021/02/22,Ndindan Reservoir,17278.00,20.93,Cameroon,
2021/02/23,Ndindan Reservoir,23079.00,20.82,Cameroon,
2021/02/24,Ndindan Reservoir,22349.00,23.01,Cameroon,
2021/02/25,Ndindan Reservoir,22667.00,21.04,Cameroon,
2021/02/26,Mvog-Betsi River,20613.00,22.65,Cameroon,
2021/02/27,Ndindan Reservoir,20065.00,22.44,Cameroon,
2021/02/28,Ndindan Reservoir,22014.00,22.03,Cameroon,
2021/03/01,Ndindan Reservoir,25028.00,22.58,Cameroon,
2021/03/02,Mvog-Betsi River,24896.00,22.48,Cameroon,
2021/03/03,Ndindan Reservoir,25113.00,21.24,Cameroon,
2021/03/04,Ndindan Reservoir,25488.00,20.27,Cameroon,
2021/03/05,Ndindan Reservoir,26052.00,21.07,Cameroon,
2021/03/06,Ndindan Reservoir,23086.00,23.36,Cameroon,
2021/03/07,Mvog-Betsi River,25369.00,21.11,Cameroon,
2021/03/08,Mvog-Betsi River,21359.00,20.09,Cameroon,
2021/03/09,Mvog-Betsi River,22650.00,22.70,Cameroon,
2021/03/10,Mvog-Betsi River,25078.00,23.80,Cameroon,
2021/03/11,Mvog-Betsi River,24479.00,22.48,Cameroon,
2021/03/12,Ndindan Reservoir,20632.00,22.57,Cameroon,
2021/03/13,Ndindan Reservoir,39713.00,20.07,Cameroon,
2021/03/14,Ndindan Reservoir,25175.00,23.58,Cameroon,
2021/03/15,Ndindan Reservoir,19548.00,19.24,Cameroon,
2021/03/16,Mvog-Betsi River,24390.00,22.17,Cameroon,
2021/03/17,Mvog-Betsi River,20445.00,21.07,Cameroon,
2021/03/18,Ndindan Reservoir,27784.00,23.24,Cameroon,
2021/03/19,Ndindan Reservoir,21160.00,23.06,Cameroon,
2021/03/20,Mvog-Betsi River,23579.00,23.80,Cameroon,
2021/03/21,Ndindan Reservoir,22602.00,22.87,Cameroon,
2021/03/22,Ndindan Reservoir,21742.00,21.65,Cameroon,
2021/03/23,Mvog-Betsi River,23356.00,21.55,Cameroon,
2021/03/24,Ndindan Reservoir,22313.00,22.43,Cameroon,
2021/03/25,Ndindan Reservoir,19814.00,20.58,Cameroon,
2021/03/26,Ndindan Reservoir,21762.00,22.97,Cameroon,
2021/03/27,Ndindan Reservoir,24173.00,21.18,Cameroon,
2021/03/28,Ndindan Reservoir,23102.00,20.14,Cameroon,
2021/03/29,Mvog-Betsi River,21285.00,23.32,Cameroon,
2021/03/30,Mvog-Betsi River,20127.00,22.26,Cameroon,
2021/03/31,Mvog-Betsi River,21870.00,22.22,Cameroon,
2021/04/01,Mvog-Betsi River,17963.00,20.56,Cameroon,
2021/04/02,Mvog-Betsi River,24040.00,22.92,Cameroon,
2021/04/03,Ndindan Reservoir,19267.00,18.84,Cameroon,
2021/04/04,Ndindan Reservoir,25600.00,22.48,Cameroon,
2021/04/05,Mvog-Betsi River,24567.00,22.64,Cameroon,
2021/04/06,Mvog-Betsi River,21043.00,22.49,Cameroon,
2021/04/07,Ndindan Reservoir,24072.00,21.17,Cameroon,
2021/04/08,Mvog-Betsi River,23548.00,23.30,Cameroon,
2021/04/09,Ndindan Reservoir,23323.00,21.79,Cameroon,
2021/04/10,Mvog-Betsi River,24566.00,20.85,Cameroon,
2021/04/11,Mvog-Betsi River,20639.00,20.29,Cameroon,
2021/04/12,Mvog-Betsi River,22924.00,21.22,Cameroon,
2021/04/13,Ndindan Reservoir,19028.00,22.08,Cameroon,
2021/04/14,Ndindan Reservoir,20978.00,21.19,Cameroon,
2021/04/15,Mvog-Betsi River,21003.00,12.14,Cameroon,
2021/04/16,Mvog-Betsi River,21733.00,20.22,Cameroon,
2021/04/17,Mvog-Betsi River,20747.00,23.12,Cameroon,
2021/04/18,Mvog-Betsi River,24844.00,21.69,Cameroon,
2021/04/19,Ndindan Reservoir,25333.00,20.01,Cameroon,
2021/04/20,Ndindan Reservoir,25912.00,23.63,Cameroon,
2021/04/21,Mvog-Betsi River,22382.00,21.97,Cameroon,
2021/04/22,Ndindan Reservoir,24056.00,21.68,Cameroon,
2021/04/23,Mvog-Betsi River,26428.00,23.15,Cameroon,
2021/04/24,Mvog-Betsi River,21133.00,22.55,Cameroon,
2021/04/25,Mvog-Betsi River,19799.00,22.53,Cameroon,
2021/04/26,Mvog-Betsi River,20934.00,21.85,Cameroon,
2021/04/27,Mvog-Betsi River,21230.00,23.45,Cameroon,
2021/04/28,Mvog-Betsi River,24116.00,21.21,Cameroon,
2021/04/29,Ndindan Reservoir,23329.00,22.19,Cameroon,
2021/04/30,Mvog-Betsi River,20410.00,21.50,Cameroon,
2021/05/01,Mvog-Betsi River,21529.00,21.60,Cameroon,
2021/05/02,Mvog-Betsi River,25884.00,21.14,Cameroon,
2021/05/03,Ndindan Reservoir,21775.00,23.02,Cameroon,
2021/05/04,Mvog-Betsi River,24751.00,20.54,Cameroon,
2021/05/05,Mvog-Betsi River,20992.00,21.93,Cameroon,
2021/05/06,Mvog-Betsi River,22096.00,20.85,Cameroon,
2021/05/07,Mvog-Betsi River,19433.00,18.60,Cameroon,
2021/05/08,Ndindan Reservoir,22345.00,20.72,Cameroon,
2021/05/09,Mvog-Betsi River,21281.00,21.96,Cameroon,
2021/05/10,Mvog-Betsi River,24518.00,20.52,Cameroon,
2021/05/11,Ndindan Reservoir,21249.00,21.33,Cameroon,
2021/05/12,Ndindan Reservoir,23858.00,23.78,Cameroon,
2021/05/13,Mvog-Betsi River,21763.00,22.35,Cameroon,
2021/05/14,Ndindan Reservoir,23784.00,21.49,Cameroon,
2021/05/15,Mvog-Betsi River,25353.00,22.12,Cameroon,
2021/05/16,Mvog-Betsi River,23323.00,21.33,Cameroon,
2021/05/17,Ndindan Reservoir,26398.00,21.84,Cameroon,
2021/05/18,Ndindan Reservoir,22801.00,21.45,Cameroon,
2021/05/19,Mvog-Betsi River,20774.00,23.25,Cameroon,
2021/05/20,Ndindan Reservoir,20137.00,21.32,Cameroon,
2021/05/21,Ndindan Reservoir,21350.00,23.93,Cameroon,
2021/05/22,Mvog-Betsi River,22474.00,21.52,Cameroon,
2021/05/23,Ndindan Reservoir,21755.00,16.12,Cameroon,
2021/05/24,Ndindan Reservoir,22987.00,20.36,Cameroon,
2021/05/25,Mvog-Betsi River,22162.00,20.34,Cameroon,
2021/05/26,Ndindan Reservoir,24431.00,20.30,Cameroon,
2021/05/27,Ndindan Reservoir,18413.00,19.13,Cameroon,
2021/05/28,Mvog-Betsi River,23003.00,20.58,Cameroon,
2021/05/29,Ndindan Reservoir,22529.00,22.05,Cameroon,
2021/05/30,Mvog-Betsi River,23835.00,22.67,Cameroon,
2021/05/31,Mvog-Betsi River,19921.00,18.77,Cameroon,
2021/06/01,Ndindan Reservoir,25600.00,20.15,Cameroon,
2021/06/02,Mvog-Betsi River,23983.00,22.34,Cameroon,
2021/06/03,Mvog-Betsi River,24765.00,21.59,Cameroon,
2021/06/04,Ndindan Reservoir,22142.00,21.21,Cameroon,
2021/06/05,Mvog-Betsi River,25119.00,22.62,Cameroon,
2021/06/06,Mvog-Betsi River,22688.00,22.83,Cameroon,
2021/06/07,Mvog-Betsi River,25227.00,20.68,Cameroon,
2021/06/08,Mvog-Betsi River,21722.00,21.03,Cameroon,
2021/06/09,Mvog-Betsi River,17749.00,19.47,Cameroon,
2021/06/10,Mvog-Betsi River,22247.00,22.33,Cameroon,
2021/06/11,Ndindan Reservoir,19755.00,19.67,Cameroon,
2021/06/12,Ndindan Reservoir,21656.00,23.53,Cameroon,
2021/06/13,Ndindan Reservoir,24750.00,23.88,Cameroon,
2021/06/14,Ndindan Reservoir,24060.00,23.79,Cameroon,
2021/06/15,Ndindan Reservoir,24893.00,20.23,Cameroon,
2021/06/16,Mvog-Betsi River,20145.00,20.01,Cameroon,
2021/06/17,Ndindan Reservoir,34484.00,23.32,Cameroon,
2021/06/18,Mvog-Betsi River,31119.00,20.42,Cameroon,
2021/06/19,Mvog-Betsi River,23540.00,20.61,Cameroon,
2021/06/20,Mvog-Betsi River,22630.00,20.63,Cameroon,
2021/06/21,Mvog-Betsi River,21155.00,23.26,Cameroon,
2021/06/22,Ndindan Reservoir,22774.00,22.70,Cameroon,
2021/06/23,Ndindan Reservoir,21253.00,21.74,Cameroon,
2021/06/24,Mvog-Betsi River,21235.00,22.28,Cameroon,
2021/06/25,Ndindan Reservoir,17686.00,19.20,Cameroon,
2021/06/26,Mvog-Betsi River,20986.00,22.99,Cameroon,
2021/06/27,Ndindan Reservoir,27940.00,23.52,Cameroon,
2021/06/28,Mvog-Betsi River,24181.00,21.91,Cameroon,
2021/06/29,Mvog-Betsi River,24053.00,22.24,Cameroon,
2021/06/30,Ndindan Reservoir,22213.00,21.12,Cameroon,
2021/07/01,Mvog-Betsi River,25877.00,22.48,Cameroon,
2021/07/02,Ndindan Reservoir,24384.00,23.02,Cameroon,
2021/07/03,Ndindan Reservoir,22754.00,20.95,Cameroon,
2021/07/04,Mvog-Betsi River,23191.00,23.56,Cameroon,
2021/07/05,Mvog-Betsi River,19365.00,20.83,Cameroon,
2021/07/06,Mvog-Betsi River,23303.00,22.63,Cameroon,
2021/07/07,Ndindan Reservoir,22577.00,20.61,Cameroon,
2021/07/08,Mvog-Betsi River,22466.00,14.24,Cameroon,
2021/07/09,Mvog-Betsi River,26765.00,18.36,Cameroon,
2021/07/10,Mvog-Betsi River,20890.00,22.08,Cameroon,
2021/07/11,Mvog-Betsi River,23091.00,22.54,Cameroon,
2021/07/12,Mvog-Betsi River,21299.00,20.89,Cameroon,
2021/07/13,Mvog-Betsi River,24671.00,23.12,Cameroon,
2021/07/14,Ndindan Reservoir,22940.00,20.58,Cameroon,
2021/07/15,Mvog-Betsi River,20320.00,20.40,Cameroon,
2021/07/16,Ndindan Reservoir,19619.00,21.46,Cameroon,
2021/07/17,Ndindan Reservoir,23446.00,21.27,Cameroon,
2021/07/18,Ndindan Reservoir,22308.00,20.53,Cameroon,
2021/07/19,Mvog-Betsi River,21434.00,21.52,Cameroon,
2021/07/20,Ndindan Reservoir,23626.00,14.72,Cameroon,
2021/07/21,Mvog-Betsi River,20676.00,21.84,Cameroon,
2021/07/22,Mvog-Betsi River,20567.00,20.69,Cameroon,
2021/07/23,Ndindan Reservoir,20899.00,23.75,Cameroon,
2021/07/24,Ndindan Reservoir,20946.00,22.95,Cameroon,
2021/07/25,Ndindan Reservoir,23914.00,21.13,Cameroon,
2021/07/26,Ndindan Reservoir,22625.00,23.04,Cameroon,
2021/07/27,Ndindan Reservoir,25701.00,20.16,Cameroon,
2021/07/28,Mvog-Betsi River,21556.00,22.88,Cameroon,
2021/07/29,Ndindan Reservoir,24059.00,22.28,Cameroon,
2021/07/30,Ndindan Reservoir,19222.00,18.14,Cameroon,
2021/07/31,Mvog-Betsi River,19364.00,20.76,Cameroon,
2021/08/01,Ndindan Reservoir,20707.00,22.15,Cameroon,
2021/08/02,Mvog-Betsi River,22922.00,21.34,Cameroon,
2021/08/03,Mvog-Betsi River,22882.00,20.62,Cameroon,
2021/08/04,Ndindan Reservoir,18408.00,19.38,Cameroon,
2021/08/05,Ndindan Reservoir,15436.00,19.88,Cameroon,
2021/08/06,Ndindan Reservoir,23221.00,22.30,Cameroon,
2021/08/07,Ndindan Reservoir,25318.00,22.71,Cameroon,
2021/08/08,Ndindan Reservoir,20004.00,22.05,Cameroon,
2021/08/09,Mvog-Betsi River,18960.00,20.26,Cameroon,
2021/08/10,Mvog-Betsi River,19478.00,22.26,Cameroon,
2021/08/11,Ndindan Reservoir,21327.00,22.45,Cameroon,
2021/08/12,Ndindan Reservoir,25336.00,20.54,Cameroon,
2021/08/13,Ndindan Reservoir,17078.00,18.74,Cameroon,
2021/08/14,Mvog-Betsi River,23752.00,20.55,Cameroon,
2021/08/15,Mvog-Betsi River,21393.00,21.65,Cameroon,
2021/08/16,Ndindan Reservoir,22674.00,23.20,Cameroon,
2021/08/17,Ndindan Reservoir,25121.00,22.99,Cameroon,
2021/08/18,Mvog-Betsi River,23100.00,22.05,Cameroon,
2021/08/19,Mvog-Betsi River,26273.00,21.18,Cameroon,
2021/08/20,Ndindan Reservoir,21756.00,20.95,Cameroon,
2021/08/21,Ndindan Reservoir,24422.00,20.09,Cameroon,
2021/08/22,Ndindan Reservoir,27252.00,19.70,Cameroon,
2021/08/23,Mvog-Betsi River,20492.00,20.67,Cameroon,
2021/08/24,Ndindan Reservoir,24200.00,22.14,Cameroon,
2021/08/25,Mvog-Betsi River,20151.00,13.18,Cameroon,
2021/08/26,Mvog-Betsi River,21069.00,23.75,Cameroon,
2021/08/27,Mvog-Betsi River,31373.00,22.91,Cameroon,
2021/08/28,Ndindan Reservoir,24305.00,22.66,Cameroon,
2021/08/29,Ndindan Reservoir,23591.00,21.70,Cameroon,
2021/08/30,Ndindan Reservoir,24831.00,21.11,Cameroon,
2021/08/31,Mvog-Betsi River,23736.00,18.78,Cameroon,
2021/09/01,Ndindan Reservoir,23670.00,23.18,Cameroon,
2021/09/02,Ndindan Reservoir,22594.00,21.69,Cameroon,
2021/09/03,Mvog-Betsi River,24016.00,21.08,Cameroon,
2021/09/04,Ndindan Reservoir,24004.00,22.23,Cameroon,
2021/09/05,Ndindan Reservoir,22571.00,21.78,Cameroon,
2021/09/06,Ndindan Reservoir,22162.00,21.11,Cameroon,
2021/09/07,Mvog-Betsi River,26023.00,23.42,Cameroon,
2021/09/08,Mvog-Betsi River,20886.00,20.71,Cameroon,
2021/09/09,Mvog-Betsi River,22525.00,22.19,Cameroon,
2021/09/10,Ndindan Reservoir,24337.00,23.56,Cameroon,
2021/09/11,Ndindan Reservoir,22947.00,22.71,Cameroon,
2021/09/12,Mvog-Betsi River,20046.00,23.75,Cameroon,
2021/09/13,Ndindan Reservoir,24019.00,20.32,Cameroon,
2021/09/14,Mvog-Betsi River,25261.00,21.35,Cameroon,
2021/09/15,Mvog-Betsi River,24640.00,21.12,Cameroon,
2021/09/16,Ndindan Reservoir,25273.00,21.68,Cameroon,
2021/09/17,Mvog-Betsi River,24851.00,21.93,Cameroon,
2021/09/18,Mvog-Betsi River,23281.00,22.29,Cameroon,
2021/09/19,Ndindan Reservoir,22071.00,21.34,Cameroon,
2021/09/20,Mvog-Betsi River,25140.00,22.81,Cameroon,
2021/09/21,Ndindan Reservoir,22127.00,23.05,Cameroon,
2021/09/22,Ndindan Reservoir,22535.00,23.19,Cameroon,
2021/09/23,Ndindan Reservoir,21871.00,21.01,Cameroon,
2021/09/24,Ndindan Reservoir,25174.00,20.94,Cameroon,
2021/09/25,Mvog-Betsi River,19485.00,17.59,Cameroon,
2021/09/26,Mvog-Betsi River,22871.00,20.92,Cameroon,
2021/09/27,Mvog-Betsi River,25418.00,21.98,Cameroon,
2021/09/28,Mvog-Betsi River,22033.00,22.44,Cameroon,
2021/09/29,Ndindan Reservoir,23865.00,23.63,Cameroon,
2021/09/30,Mvog-Betsi River,20617.00,21.86,Cameroon,
2021/10/01,Ndindan Reservoir,20136.00,22.44,Cameroon,
2021/10/02,Mvog-Betsi River,24866.00,21.00,Cameroon,
2021/10/03,Ndindan Reservoir,23309.00,23.29,Cameroon,
2021/10/04,Ndindan Reservoir,24405.00,20.30,Cameroon,
2021/10/05,Ndindan Reservoir,21943.00,21.85,Cameroon,
2021/10/06,Ndindan Reservoir,23279.00,23.03,Cameroon,
2021/10/07,Mvog-Betsi River,19108.00,20.42,Cameroon,
2021/10/08,Mvog-Betsi River,22459.00,21.38,Cameroon,
2021/10/09,Mvog-Betsi River,22241.00,22.51,Cameroon,
2021/10/10,Mvog-Betsi River,24906.00,22.43,Cameroon,
2021/10/11,Ndindan Reservoir,20620.00,22.99,Cameroon,
2021/10/12,Ndindan Reservoir,23340.00,22.94,Cameroon,
2021/10/13,Ndindan Reservoir,22802.00,20.23,Cameroon,
2021/10/14,Mvog-Betsi River,24614.00,23.08,Cameroon,
2021/10/15,Ndindan Reservoir,23043.00,21.15,Cameroon,
2021/10/16,Mvog-Betsi River,21969.00,22.79,Cameroon,
2021/10/17,Ndindan Reservoir,23652.00,20.04,Cameroon,
2021/10/18,Ndindan Reservoir,17743.00,21.54,Cameroon,
2021/10/19,Mvog-Betsi River,24405.00,22.86,Cameroon,
2021/10/20,Mvog-Betsi River,22272.00,20.33,Cameroon,
2021/10/21,Mvog-Betsi River,18230.00,20.68,Cameroon,
2021/10/22,Ndindan Reservoir,39061.00,17.68,Cameroon,
2021/10/23,Ndindan Reservoir,24775.00,20.01,Cameroon,
2021/10/24,Ndindan Reservoir,19419.00,21.07,Cameroon,
2021/10/25,Ndindan Reservoir,21650.00,20.49,Cameroon,
2021/10/26,Mvog-Betsi River,22960.00,21.17,Cameroon,
2021/10/27,Ndindan Reservoir,22922.00,20.36,Cameroon,
2021/10/28,Ndindan Reservoir,22780.00,23.24,Cameroon,
2021/10/29,Mvog-Betsi River,24855.00,20.96,Cameroon,
2021/10/30,Mvog-Betsi River,21365.00,21.72,Cameroon,
2021/10/31,Ndindan Reservoir,22140.00,22.81,Cameroon,
2021/11/01,Ndindan Reservoir,22275.00,21.32,Cameroon,
2021/11/02,Mvog-Betsi River,23677.00,21.36,Cameroon,
2021/11/03,Ndindan Reservoir,26185.00,20.46,Cameroon,
2021/11/04,Mvog-Betsi River,22285.00,22.56,Cameroon,
2021/11/05,Mvog-Betsi River,19426.00,18.75,Cameroon,
2021/11/06,Ndindan Reservoir,21831.00,17.07,Cameroon,
2021/11/07,Ndindan Reservoir,23354.00,21.70,Cameroon,
2021/11/08,Ndindan Reservoir,23468.00,22.27,Cameroon,
2021/11/09,Ndindan Reservoir,21594.00,23.81,Cameroon,
2021/11/10,Mvog-Betsi River,20738.00,20.57,Cameroon,
2021/11/11,Mvog-Betsi River,22577.00,21.78,Cameroon,
2021/11/12,Mvog-Betsi River,19174.00,19.16,Cameroon,
2021/11/13,Ndindan Reservoir,20192.00,21.52,Cameroon,
2021/11/14,Ndindan Reservoir,22224.00,20.23,Cameroon,
2021/11/15,Ndindan Reservoir,19367.00,21.14,Cameroon,
2021/11/16,Ndindan Reservoir,21772.00,21.99,Cameroon,
2021/11/17,Mvog-Betsi River,23313.00,23.52,Cameroon,
2021/11/18,Mvog-Betsi River,21882.00,21.65,Cameroon,
2021/11/19,Mvog-Betsi River,23659.00,20.25,Cameroon,
2021/11/20,Mvog-Betsi River,22871.00,20.37,Cameroon,
2021/11/21,Ndindan Reservoir,25961.00,20.42,Cameroon,
2021/11/22,Ndindan Reservoir,21551.00,22.07,Cameroon,
2021/11/23,Mvog-Betsi River,16298.00,22.61,Cameroon,
2021/11/24,Mvog-Betsi River,20887.00,22.35,Cameroon,
2021/11/25,Ndindan Reservoir,21369.00,20.22,Cameroon,
2021/11/26,Mvog-Betsi River,17399.00,20.89,Cameroon,
2021/11/27,Mvog-Betsi River,22502.00,23.48,Cameroon,
2021/11/28,Ndindan Reservoir,22014.00,22.79,Cameroon,
2021/11/29,Ndindan Reservoir,23024.00,23.94,Cameroon,
2021/11/30,Ndindan Reservoir,21710.00,21.80,Cameroon,
2021/12/01,Mvog-Betsi River,18032.00,19.11,Cameroon,
2021/12/02,Ndindan Reservoir,21022.00,22.52,Cameroon,
2021/12/03,Mvog-Betsi River,21727.00,20.60,Cameroon,
2021/12/04,Ndindan Reservoir,19874.00,20.14,Cameroon,
2021/12/05,Mvog-Betsi River,17080.00,18.81,Cameroon,
2021/12/06,Ndindan Reservoir,24246.00,22.56,Cameroon,
2021/12/07,Mvog-Betsi River,19746.00,18.29,Cameroon,
2021/12/08,Ndindan Reservoir,24786.00,21.72,Cameroon,
2021/12/09,Ndindan Reservoir,23029.00,16.17,Cameroon,
2021/12/10,Mvog-Betsi River,15736.00,20.27,Cameroon,
2021/12/11,Ndindan Reservoir,21488.00,20.50,Cameroon,
2021/12/12,Mvog-Betsi River,20536.00,23.01,Cameroon,
2021/12/13,Ndindan Reservoir,19867.00,17.95,Cameroon,
2021/12/14,Ndindan Reservoir,23867.00,21.67,Cameroon,
2021/12/15,Ndindan Reservoir,21497.00,23.16,Cameroon,
2021/12/16,Mvog-Betsi River,19998.00,18.91,Cameroon,
2021/12/17,Ndindan Reservoir,21878.00,21.59,Cameroon,
2021/12/18,Mvog-Betsi River,19797.00,21.91,Cameroon,
2021/12/19,Ndindan Reservoir,21152.00,23.20,Cameroon,
2021/12/20,Mvog-Betsi River,22754.00,20.34,Cameroon,
2021/12/21,Mvog-Betsi River,25594.00,22.48,Cameroon,
2021/12/22,Mvog-Betsi River,22186.00,20.35,Cameroon,
2021/12/23,Ndindan Reservoir,25953.00,22.93,Cameroon,
2021/12/24,Mvog-Betsi River,27033.00,22.44,Cameroon,
2021/12/25,Ndindan Reservoir,25338.00,23.26,Cameroon,
2021/12/26,Ndindan Reservoir,24632.00,20.57,Cameroon,
2021/12/27,Mvog-Betsi River,21686.00,20.70,Cameroon,
2021/12/28,Mvog-Betsi River,25560.00,23.44,Cameroon,
2021/12/29,Ndindan Reservoir,21361.00,20.01,Cameroon,
2021/12/30,Mvog-Betsi River,19413.00,20.88,Cameroon,
2021/12/31,Mvog-Betsi River,22494.00,21.93,Cameroon,
2022/01/01,Ndindan Reservoir,22574.00,21.23,Cameroon,
2022/01/02,Mvog-Betsi River,19352.00,20.42,Cameroon,
2022/01/03,Ndindan Reservoir,21832.00,23.08,Cameroon,
2022/01/04,Mvog-Betsi River,24150.00,20.19,Cameroon,
2022/01/05,Mvog-Betsi River,21901.00,21.42,Cameroon,
2022/01/06,Ndindan Reservoir,23067.00,22.24,Cameroon,
2022/01/07,Ndindan Reservoir,22997.00,22.30,Cameroon,
2022/01/08,Mvog-Betsi River,23367.00,21.19,Cameroon,
2022/01/09,Ndindan Reservoir,23813.00,21.91,Cameroon,
2022/01/10,Ndindan Reservoir,21048.00,12.23,Cameroon,
2022/01/11,Ndindan Reservoir,22961.00,20.31,Cameroon,
2022/01/12,Ndindan Reservoir,22232.00,21.23,Cameroon,
2022/01/13,Ndindan Reservoir,22044.00,21.78,Cameroon,
2022/01/14,Ndindan Reservoir,20834.00,21.22,Cameroon,
2022/01/15,Ndindan Reservoir,22628.00,21.42,Cameroon,
2022/01/16,Ndindan Reservoir,23604.00,20.57,Cameroon,
2022/01/17,Mvog-Betsi River,23634.00,21.93,Cameroon,
2022/01/18,Mvog-Betsi River,24174.00,22.94,Cameroon,
2022/01/19,Ndindan Reservoir,22838.00,22.53,Cameroon,
2022/01/20,Mvog-Betsi River,25528.00,22.67,Cameroon,
2022/01/21,Ndindan Reservoir,23421.00,21.62,Cameroon,
2022/01/22,Mvog-Betsi River,21429.00,20.16,Cameroon,
2022/01/23,Mvog-Betsi River,23071.00,14.87,Cameroon,
2022/01/24,Mvog-Betsi River,22749.00,20.00,Cameroon,
2022/01/25,Ndindan Reservoir,25326.00,21.64,Cameroon,
2022/01/26,Ndindan Reservoir,24257.00,21.32,Cameroon,
2022/01/27,Ndindan Reservoir,20513.00,20.32,Cameroon,
2022/01/28,Ndindan Reservoir,23143.00,20.77,Cameroon,
2022/01/29,Mvog-Betsi River,20438.00,23.31,Cameroon,
2022/01/30,Ndindan Reservoir,21986.00,22.85,Cameroon,
2022/01/31,Ndindan Reservoir,21736.00,22.91,Cameroon,
2022/02/01,Ndindan Reservoir,21147.00,20.58,Cameroon,
2022/02/02,Ndindan Reservoir,18952.00,20.98,Cameroon,
2022/02/03,Ndindan Reservoir,26056.00,22.17,Cameroon,
2022/02/04,Ndindan Reservoir,21771.00,12.75,Cameroon,
2022/02/05,Mvog-Betsi River,21359.00,20.69,Cameroon,
2022/02/06,Ndindan Reservoir,20545.00,20.15,Cameroon,
2022/02/07,Ndindan Reservoir,21854.00,22.55,Cameroon,
2022/02/08,Mvog-Betsi River,19951.00,18.38,Cameroon,
2022/02/09,Ndindan Reservoir,20511.00,23.29,Cameroon,
2022/02/10,Ndindan Reservoir,21672.00,20.08,Cameroon,
2022/02/11,Mvog-Betsi River,25280.00,23.88,Cameroon,
2022/02/12,Mvog-Betsi River,25383.00,21.00,Cameroon,
2022/02/13,Ndindan Reservoir,22075.00,21.27,Cameroon,
2022/02/14,Mvog-Betsi River,22523.00,20.85,Cameroon,
2022/02/15,Mvog-Betsi River,23842.00,22.24,Cameroon,
2022/02/16,Ndindan Reservoir,19812.00,20.90,Cameroon,
2022/02/17,Mvog-Betsi River,24254.00,22.15,Cameroon,
2022/02/18,Ndindan Reservoir,24640.00,18.09,Cameroon,
2022/02/19,Mvog-Betsi River,30792.00,23.80,Cameroon,
2022/02/20,Mvog-Betsi River,17633.00,19.76,Cameroon,
2022/02/21,Mvog-Betsi River,24367.00,22.94,Cameroon,
2022/02/22,Ndindan Reservoir,21591.00,22.58,Cameroon,
2022/02/23,Mvog-Betsi River,18409.00,20.70,Cameroon,
2022/02/24,Mvog-Betsi River,22444.00,21.01,Cameroon,
2022/02/25,Ndindan Reservoir,22684.00,20.88,Cameroon,
2022/02/26,Ndindan Reservoir,20787.00,23.07,Cameroon,
2022/02/27,Mvog-Betsi River,23239.00,22.01,Cameroon,
2022/02/28,Mvog-Betsi River,20282.00,21.78,Cameroon,
2022/03/01,Mvog-Betsi River,37688.00,20.85,Cameroon,
2022/03/02,Ndindan Reservoir,26313.00,21.61,Cameroon,
2022/03/03,Mvog-Betsi River,22860.00,20.58,Cameroon,
2022/03/04,Ndindan Reservoir,33207.00,23.46,Cameroon,
2022/03/05,Ndindan Reservoir,20093.00,22.28,Cameroon,
2022/03/06,Ndindan Reservoir,21840.00,21.24,Cameroon,
2022/03/07,Mvog-Betsi River,19962.00,22.28,Cameroon,
2022/03/08,Ndindan Reservoir,23489.00,20.42,Cameroon,
2022/03/09,Ndindan Reservoir,22439.00,20.88,Cameroon,
2022/03/10,Ndindan Reservoir,17729.00,21.66,Cameroon,
2022/03/11,Ndindan Reservoir,24178.00,22.60,Cameroon,
2022/03/12,Mvog-Betsi River,25419.00,20.81,Cameroon,
2022/03/13,Ndindan Reservoir,19723.00,20.29,Cameroon,
2022/03/14,Mvog-Betsi River,21988.00,23.98,Cameroon,
2022/03/15,Ndindan Reservoir,20267.00,21.40,Cameroon,
2022/03/16,Ndindan Reservoir,19691.00,11.01,Cameroon,
2022/03/17,Ndindan Reservoir,25097.00,22.15,Cameroon,
2022/03/18,Mvog-Betsi River,21789.00,20.21,Cameroon,
2022/03/19,Mvog-Betsi River,21774.00,23.05,Cameroon,
2022/03/20,Mvog-Betsi River,24158.00,22.51,Cameroon,
2022/03/21,Ndindan Reservoir,21246.00,21.69,Cameroon,
2022/03/22,Mvog-Betsi River,19762.00,20.83,Cameroon,
2022/03/23,Mvog-Betsi River,22473.00,23.52,Cameroon,
2022/03/24,Mvog-Betsi River,22035.00,22.19,Cameroon,
2022/03/25,Mvog-Betsi River,22391.00,20.12,Cameroon,
2022/03/26,Mvog-Betsi River,17903.00,19.88,Cameroon,
2022/03/27,Ndindan Reservoir,22662.00,20.90,Cameroon,
2022/03/28,Ndindan Reservoir,21532.00,22.28,Cameroon,
2022/03/29,Mvog-Betsi River,24126.00,22.96,Cameroon,
2022/03/30,Mvog-Betsi River,21283.00,22.42,Cameroon,
2022/03/31,Ndindan Reservoir,23489.00,22.06,Cameroon,
